#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-01-29T15:41:41 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ61f55e983eb8ef	
#INFO	-out.max=unlimited	
#INFO	queryParameters=25	
#-oc.form=dec
#-out.max=unlimited
#-sort=_r
#-nav=cat:B/gcvs&tab:{B/gcvs/gcvs_cat}&key:source=B/gcvs/gcvs_cat&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=B/gcvs/gcvs_cat
#-order=I
#-out=GCVS
#-out=n_GCVS
#-out=RAJ2000
#-out=DEJ2000
#-out=VarType
#-out=magMax
#magMax=<14.2
#-out=Epoch
#-out=Period
#Period=<3
#-out=SpType
#-out=Exists
#-out=VarName
#AFOEV=AFOEV
#Simbad=Simbad
#

#RESOURCE=yCat_102025
#Name: B/gcvs
#Title: General Catalogue of Variable Stars (Samus+, 2007-2017)
#Table	B_gcvs_gcvs_cat:
#Name: B/gcvs/gcvs_cat
#Title: GCVS catalog (GCVS 5.1, version Oct, 2020)
#Column	GCVS	(A10)	Variable star designation (2)	[ucd=meta.id;meta.main]
#Column	n_GCVS	(A1)	[*] indicates a remark in "gcvs_rem.dat" file	[ucd=meta.note]
#Column	RAJ2000	(A11)	? Hours RA, equinox J2000.0 (G1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	? Degrees Dec, equinox J2000.0 (G1)	[ucd=pos.eq.dec;meta.main]
#Column	VarType	(a10)	Type of variability (see file "vartype.txt")	[ucd=meta.code;src.var]
#Column	magMax	(F6.3)	? Magnitude at maximum brightness	[ucd=phot.mag]
#Column	Epoch	(F11.5)	? Epoch for maximum light, Julian days (G5)	[ucd=time.epoch]
#Column	Period	(F16.10)	? Period of the variable star	[ucd=time.period]
#Column	SpType	(a17)	Spectral type	[ucd=src.spType]
#Column	Exists	(A12)	Cases of non-existence of the variable etc. (12)	[ucd=meta.note]
#Column	VarName	(A11)	Variable star designation (17)	[ucd=meta.id]
GCVS|n_GCVS|RAJ2000|DEJ2000|VarType|magMax|Epoch|Period|SpType|Exists|VarName
V0666 And |x|23 29 33.62|+45 59 09.5|EW        |12.820|51566.66000|    0.4556000000|                 |            |V0666 And
V0667 And |x|23 29 43.20|+48 36 57.8|EB        |12.900|55501.69670|    0.6944980000|                 |            |V0667 And
V0670 And |x|23 30 37.25|+46 24 04.3|DSCT      |10.620|           |    0.0996600000|                 |            |V0670 And
V0673 And |x|23 31 03.78|+35 55 46.9|EB        |11.140|53258.41760|    1.6292750000|G8V              |            |V0673 And
V0674 And |x|23 32 41.34|+46 47 57.5|EA        |10.650|51414.74000|    2.8482200000|                 |            |V0674 And
V0675 And |x|23 33 24.11|+48 45 38.3|DSCTC:    |11.600|           |    0.0800000000|                 |            |V0675 And
V0676 And |x|23 34 13.88|+36 39 57.9|EW        |12.860|53255.33970|    0.3645270000|                 |            |V0676 And
V0678 And |x|23 35 12.32|+44 39 33.8|EW        |13.700|55506.70600|    0.3617120000|                 |            |V0678 And
V0680 And |x|23 35 33.34|+43 46 56.5|EW        |13.300|51508.61300|    0.3634600000|                 |            |V0680 And
V0683 And |x|23 36 27.78|+44 07 24.2|EA        |10.450|51573.63000|    1.5580000000|F8               |            |V0683 And
V0687 And |x|23 38 27.86|+36 34 51.0|EW        |11.680|53254.41450|    0.3950430000|F3V              |            |V0687 And
V0692 And |x|23 39 12.43|+45 27 51.7|EW        |12.850|51453.63500|    0.3380213000|                 |            |V0692 And
V0696 And |x|23 41 14.17|+35 24 38.6|EB        |12.850|53254.47150|    0.7984660000|                 |            |V0696 And
V0702 And |x|23 43 50.91|+35 49 20.6|EW        |12.780|53557.87500|    0.3406955000|                 |            |V0702 And
V0705 And |x|23 45 21.63|+34 08 20.9|EW        |11.120|53255.35020|    0.3546650000|                 |            |V0705 And
V0706 And |x|23 48 19.84|+34 48 34.0|EA        |11.800|51494.67010|    2.5209400000|                 |            |V0706 And
V0707 And |x|23 48 23.60|+36 18 40.3|EA        | 9.930|53260.75720|    2.5886280000|F5V              |            |V0707 And
V0708 And |x|23 50 46.22|+33 21 04.4|RRAB      |12.400|55477.76500|    0.5339229000|                 |            |V0708 And
V0710 And |x|23 51 19.46|+33 33 50.2|RRC:      |14.010|53258.78040|    0.2191970000|                 |            |V0710 And
V0712 And |x|23 54 39.20|+36 45 15.9|EW        |10.270|51462.64800|    0.3671680000|G0V              |            |V0712 And
V0713 And |x|23 55 08.26|+33 22 28.6|RRC:      |12.010|53255.88210|    0.3184560000|                 |            |V0713 And
V0714 And |x|23 56 30.51|+36 28 53.7|EA        |12.000|53258.36920|    2.4985010000|                 |            |V0714 And
V0715 And |x|23 57 50.15|+33 43 48.6|BY        |11.050|           |    1.4194000000|                 |            |V0715 And
V0716 And |x|00 10 46.20|+28 50 44.3|EW        |14.030|53678.78800|    0.2660640000|                 |            |V0716 And
V0717 And |x|00 12 16.52|+31 22 32.5|EW        |13.710|56304.62600|    0.3173570000|                 |            |V0717 And
V0719 And |x|00 17 00.97|+33 57 23.2|RS        |11.150|           |    2.6227000000|                 |            |V0719 And
V0720 And |x|00 18 50.31|+40 04 04.3|EB        |13.700|54408.72800|    0.2908708000|                 |            |V0720 And
V0721 And |x|00 19 58.99|+40 32 30.6|EW        |13.630|54265.40300|    0.5219730000|                 |            |V0721 And
V0722 And |x|00 27 22.84|+25 10 01.9|EW        |13.560|56225.71300|    0.3311210000|                 |            |V0722 And
V0723 And |x|00 27 27.75|+36 50 08.1|EW        |13.410|55089.81000|    0.4161550000|                 |            |V0723 And
V0724 And |x|00 32 43.76|+25 06 41.8|EW        |13.150|55099.76400|    0.2681760000|                 |            |V0724 And
V0725 And |x|00 36 35.75|+42 18 18.9|EA/RS     |12.450|55473.83900|    1.1855200000|                 |            |V0725 And
V0726 And |x|00 36 54.13|+42 20 22.3|EW        |10.200|55473.28800|    0.5033650000|                 |            |V0726 And
V0728 And |x|00 43 29.77|+42 13 54.1|EW        |14.100|55100.77700|    0.4830820000|                 |            |V0728 And
V0732 And |x|00 49 20.20|+23 25 16.6|EW        |12.350|54678.87500|    0.3592330000|                 |            |V0732 And
V0733 And |x|00 51 22.96|+42 50 33.6|EW        |13.180|53679.73600|    0.4061941000|                 |            |V0733 And
V0735 And |*|00 56 17.24|+38 10 59.5|EA        |10.730|53968.64200|    1.4651300000|                 |            |V0735 And
V0736 And |*|00 57 30.89|+37 38 19.0|EW        |10.250|54000.74700|    0.3596170000|                 |            |V0736 And
V0738 And |x|01 16 51.89|+35 00 39.5|EW        |13.860|56568.79600|    0.2646560000|                 |            |V0738 And
V0741 And |x|01 20 53.00|+43 38 57.4|EW        |12.910|53966.14710|    0.5443070000|                 |            |V0741 And
V0743 And |x|01 28 19.50|+34 08 29.4|EW        |13.350|54400.75000|    0.4089780000|                 |            |V0743 And
V0745 And |x|01 32 27.62|+41 36 33.6|EB        |12.220|51408.84200|    0.3234825000|                 |            |V0745 And
V0746 And |x|01 33 21.11|+39 37 22.7|EA        |13.250|54050.51000|    1.0490150000|                 |            |V0746 And
V0747 And |x|01 34 09.56|+42 02 29.3|EW        |13.250|53746.65880|    0.3714830000|                 |            |V0747 And
V0748 And |x|01 37 28.12|+40 08 36.2|EW        |13.800|55185.74300|    0.3039605000|                 |            |V0748 And
V0755 And |x|02 05 12.69|+39 10 24.7|EW        |13.220|54000.85300|    0.3663295000|                 |            |V0755 And
V0756 And |x|02 12 02.23|+47 23 28.4|EW        |12.400|51453.54000|    0.4382351400|                 |            |V0756 And
V0757 And |x|02 12 13.79|+45 33 14.8|EW        |13.900|55493.26800|    0.4386000000|                 |            |V0757 And
V0758 And |x|02 22 20.47|+37 59 05.2|GDOR:     |11.600|           |    0.9252000000|                 |            |V0758 And
V0760 And |x|02 30 50.14|+49 37 57.0|EW        |11.880|53966.33990|    0.4511620000|                 |            |V0760 And
V0767 And |x|23 01 48.95|+42 33 26.6|EW        |13.040|55032.34870|    0.2346000000|                 |            |V0767 And
V0768 And |x|23 03 11.83|+42 39 09.1|EW:       |13.940|55024.39860|    0.4999000000|                 |            |V0768 And
V0770 And |*|23 07 28.95|+49 02 37.1|GDOR      | 8.170|           |    0.7504000000|F0               |            |V0770 And
V0772 And |x|23 10 53.83|+40 03 24.4|EW        |13.100|54300.64400|    0.6684750000|                 |            |V0772 And
V0773 And |x|23 11 21.68|+35 23 52.2|EW        |13.950|54700.66000|    0.3402650000|                 |            |V0773 And
V0775 And |x|23 18 45.94|+38 49 21.8|EW        |13.180|54355.44500|    0.2927985000|                 |            |V0775 And
V0777 And |x|23 20 11.27|+38 40 19.9|EA        |12.950|55477.75100|    0.7724170000|                 |            |V0777 And
V0779 And |x|23 21 44.08|+39 57 07.0|EW        |13.810|55829.85600|    0.2988935000|                 |            |V0779 And
V0781 And |x|23 35 50.23|+48 43 42.9|DSCTC     |11.940|           |    0.1126250000|                 |            |V0781 And
V0789 And |x|00 40 18.03|+27 26 03.7|EA        |11.700|52937.66500|    1.9196000000|                 |            |V0789 And
V0790 And |x|00 56 10.94|+41 17 00.9|EW        |14.050|54803.58700|    0.2800777000|                 |            |V0790 And
V0791 And |x|01 09 22.30|+36 02 17.6|DSCT      |14.090|           |    0.0779986000|                 |            |V0791 And
V0792 And |x|01 17 03.49|+49 33 08.8|EA        |13.820|54390.63400|    1.3952150000|                 |            |V0792 And
V0793 And |x|01 18 53.25|+36 21 55.3|EW        |13.820|54000.52800|    0.3539330000|                 |            |V0793 And
V0794 And |x|01 20 12.82|+48 36 41.4|EA        |10.350|56940.46650|    2.1449000000|A5               |            |V0794 And
V0797 And |*|01 36 23.22|+48 00 28.3|RRC       |13.120|54380.11900|    0.2049300000|                 |            |V0797 And
V0798 And |x|01 43 01.80|+37 50 58.3|EA        |10.840|51479.58500|    0.8184000000|                 |            |V0798 And
V0799 And |*|01 52 21.58|+41 25 06.1|EA        |10.100|51597.67900|    2.3726086200|F2               |            |V0799 And
V0801 And |x|02 00 09.11|+43 02 43.3|EW        |11.950|56225.39360|    0.2666550000|                 |            |V0801 And
V0802 And |x|02 05 15.85|+41 28 13.7|EB        |10.920|54095.72300|    0.6557000000|                 |            |V0802 And
V0803 And |x|02 09 47.55|+47 04 32.6|EW        |12.870|56987.23500|    0.3376611000|                 |            |V0803 And
V0804 And |x|02 10 19.09|+46 40 43.7|EB        |13.970|57356.94400|    0.3829730000|                 |            |V0804 And
V0807 And |*|02 26 51.06|+37 33 01.7|EP+DSCT   | 8.140|56934.77150|    1.2198669000|Am(A5/A8/F4)     |            |V0807 And
V0808 And |x|02 27 38.71|+43 14 43.4|SXPHE     |13.280|55515.76030|    0.0620942000|                 |            |V0808 And
V0813 And |x|23 14 22.40|+48 23 51.2|BY        | 9.130|           |    1.2288500000|G0               |            |V0813 And
V0814 And |x|23 16 21.21|+41 33 42.9|EB        | 8.820|57295.46440|    0.5666687800|A0               |            |V0814 And
V0816 And |x|23 18 39.73|+35 28 48.0|EW        |14.140|55119.64300|    0.2012550000|                 |            |V0816 And
V0819 And |*|23 59 35.22|+36 20 01.7|DSCTC     |11.740|           |    0.1008360000|                 |            |V0819 And
alf And   |*|00 08 23.26|+29 05 25.6|ACV:      | 2.060|           |    0.9662220000|B8IVpHgMn        |            |alf   And
S Ant     |x|09 32 18.39|-28 37 40.0|EW        | 6.270|52627.79680|    0.6483489000|F3V              |            |S     Ant
RT Ant    |x|09 32 15.27|-25 11 58.5|RRAB      |13.200|53870.59700|    0.5529560000|                 |            |RT    Ant
RV Ant    |x|09 35 08.56|-25 06 24.8|RRAB      |13.900|26382.55000|    0.5349000000|                 |            |RV    Ant
RW Ant    |x|09 36 03.85|-28 55 54.0|RR        |13.900|26382.42000|    0.3666100000|                 |            |RW    Ant
SS Ant    |x|09 39 10.89|-26 33 07.3|RRAB      |12.800|53154.54000|    0.4837250000|                 |            |SS    Ant
ST Ant    |x|09 44 22.89|-28 46 11.1|RRAB      |13.900|26411.50000|    0.5195000000|                 |            |ST    Ant
SW Ant    |x|09 48 27.45|-25 11 25.6|EW        |13.100|52634.79700|    0.3802040000|                 |            |SW    Ant
UU Ant    |x|09 46 52.47|-26 42 45.2|EA        |11.940|53474.64070|    1.3641100000|                 |            |UU    Ant
UZ Ant    |x|11 05 20.16|-38 56 46.4|RRAB      |13.100|53965.83480|    0.6003200000|                 |            |UZ    Ant
VV Ant    |x|11 05 45.72|-38 21 23.0|EA        |12.600|51949.77240|    0.7841900000|                 |            |VV    Ant
VW Ant    |x|09 29 05.23|-39 33 38.4|EB        |11.200|51967.62700|    1.0840100000|                 |            |VW    Ant
WY Ant    |*|10 16 04.95|-29 43 42.4|RRAB      |10.270|48500.53390|    0.5743410000|A5-F4            |            |WY    Ant
WZ Ant    |x|10 06 22.53|-38 52 53.8|EW        |11.700|53523.55770|    0.4459240000|                 |            |WZ    Ant
XX Ant    |x|09 49 24.71|-38 20 57.3|EA        | 8.600|53413.78710|    0.8880140000|A8/F0V           |            |XX    Ant
XY Ant    |x|10 18 12.24|-36 48 18.6|EA        | 9.950|52734.59410|    2.1803000000|                 |            |XY    Ant
YZ Ant    |x|10 17 33.77|-32 28 09.6|EA        |10.480|52988.81500|    2.1523910000|A1IV             |            |YZ    Ant
AK Ant    |x|09 34 56.55|-28 52 39.3|DSCTC     | 8.800|           |    0.0660000000|A2II/III(w)      |            |AK    Ant
AZ Ant    |x|10 44 50.70|-35 20 38.5|DSCTC     | 7.930|           |    0.1053030000|A5/7V            |            |AZ    Ant
BG Ant    |x|09 34 23.67|-25 33 13.1|EB        |13.640|54774.24400|    0.6545314000|                 |            |BG    Ant
BK Ant    |x|09 44 14.82|-39 39 40.9|RRAB      |11.700|53135.65300|    0.5165705000|                 |            |BK    Ant
BL Ant    |x|09 50 53.49|-27 07 17.5|EW        |13.570|54115.15600|    0.3669338000|                 |            |BL    Ant
BM Ant    |x|09 51 08.63|-29 08 50.8|EW        |13.180|54526.07600|    0.8273371000|                 |            |BM    Ant
BN Ant    |x|09 57 05.99|-39 17 26.4|RRAB      |11.700|54143.72800|    0.5359104000|                 |            |BN    Ant
BO Ant    |x|10 07 53.78|-32 35 52.3|EB        | 8.870|52198.88200|    1.0601704000|A5V              |            |BO    Ant
BT Ant    |x|10 32 02.59|-30 10 37.3|RRC       |11.500|53070.69500|    0.3304461000|                 |            |BT    Ant
BX Ant    |*|10 18 28.70|-31 50 02.8|IT        |11.620|           |    0.5400000000|M0Ve             |            |BX    Ant
CC Ant    |x|10 33 29.37|-36 03 57.6|EA        | 7.680|53767.69600|    2.4451400000|A8III            |            |CC    Ant
CD Ant    |x|10 41 29.66|-34 12 52.3|EA        |10.330|52043.87000|    2.5954900000|                 |            |CD    Ant
CH Ant    |*|09 46 23.30|-39 56 56.8|DSCT      | 9.680|           |    0.1523648000|                 |            |CH    Ant
CI Ant    |*|10 17 39.50|-34 51 53.4|EW        | 9.260|52222.80200|    0.3269370000|G0V              |            |CI    Ant
CN Ant    |*|10 32 45.89|-34 23 08.0|RRC       |13.350|53739.15200|    0.3245690000|                 |            |CN    Ant
CO Ant    |x|09 27 54.95|-39 10 52.8|EW        |11.590|56359.07500|    0.2253444000|                 |            |CO    Ant
CS Ant    |x|10 54 55.13|-35 20 52.7|EW        |13.560|56029.46500|    0.2312690000|                 |            |CS    Ant
SS Aps    |x|14 34 29.80|-72 55 44.7|EB        |13.300|51927.76400|    0.5826720000|                 |            |SS    Aps
SY Aps    |x|14 39 24.33|-72 49 35.5|EW        |12.700|51904.06500|    0.2789080000|                 |            |SY    Aps
TV Aps    |x|14 45 49.71|-71 17 39.7|EW        |13.800|51903.93900|    0.6474930000|                 |            |TV    Aps
TY Aps    |*|14 48 50.01|-71 19 41.9|RRAB      |11.100|53484.76200|    0.5016957000|A8-F6            |            |TY    Aps
UY Aps    |x|14 59 34.44|-71 47 53.8|RRAB      |13.190|54332.60000|    0.4825079000|                 |            |UY    Aps
VX Aps    |*|15 59 56.25|-75 13 19.9|RRAB      |11.400|51981.78400|    0.4846620000|F9:              |            |VX    Aps
XZ Aps    |x|14 52 05.42|-79 40 46.6|RRAB      |11.600|53472.75130|    0.5872660000|                 |            |XZ    Aps
YY Aps    |x|15 02 34.32|-72 45 10.8|EB        |11.340|51965.39900|    0.8555520000|                 |            |YY    Aps
YZ Aps    |*|15 10 00.73|-78 23 03.3|RRAB      |11.400|52749.85580|    0.4894800000|                 |            |YZ    Aps
ZZ Aps    |x|15 17 01.26|-77 55 58.8|RRC       |13.600|53458.78430|    0.3775000000|                 |            |ZZ    Aps
AA Aps    |x|15 18 11.93|-77 36 23.0|RRAB      |13.700|36728.52500|    0.5417000000|                 |            |AA    Aps
AB Aps    |*|15 19 38.40|-78 40 38.2|RRAB      |12.500|54253.68800|    0.4818780000|                 |            |AB    Aps
AD Aps    |x|15 26 35.14|-78 30 46.5|RRAB      |13.500|36725.45000|    0.5503000000|                 |            |AD    Aps
AE Aps    |x|15 26 32.19|-77 03 52.5|RRAB      |13.800|54286.60300|    0.4467700000|                 |            |AE    Aps
AF Aps    |x|15 31 17.01|-78 20 42.8|EW        |13.400|52433.27700|    0.7976244000|                 |            |AF    Aps
AK Aps    |x|15 36 03.06|-74 23 02.1|RRAB      |13.700|36728.48000|    0.6631500000|                 |            |AK    Aps
AN Aps    |x|15 41 16.32|-73 57 44.2|EB        |12.500|52757.63900|    1.0455470000|                 |            |AN    Aps
AR Aps    |x|15 44 18.76|-72 25 18.0|RRAB      |13.100|53898.71800|    0.6107034000|                 |            |AR    Aps
AS Aps    |x|15 46 43.22|-73 27 16.8|EW        |13.600|53853.69600|    0.3856000000|                 |            |AS    Aps
AT Aps    |x|15 50 05.35|-77 44 34.7|RRAB      |13.700|36720.37000|    0.4937990000|                 |            |AT    Aps
AU Aps    |x|15 49 15.03|-76 27 24.9|RRAB      |13.100|36694.43300|    0.5671193000|                 |            |AU    Aps
AV Aps    |x|15 48 49.56|-74 30 32.6|EB        |13.800|36690.40500|    0.7095000000|                 |            |AV    Aps
AY Aps    |x|15 58 15.57|-77 38 38.2|EA        |12.600|51911.25600|    1.2870700000|                 |            |AY    Aps
AZ Aps    |x|15 56 34.94|-74 42 45.0|RRAB      |13.800|36694.39000|    0.5990000000|                 |            |AZ    Aps
BB Aps    |x|15 58 40.65|-77 52 16.2|EB        |12.100|53584.61100|    2.5332604000|                 |            |BB    Aps
BC Aps    |x|15 59 25.01|-76 29 43.1|RRAB      |13.700|53639.55400|    0.5726200000|                 |            |BC    Aps
BD Aps    |x|15 58 32.73|-73 36 53.6|EA        |13.200|36747.35100|    2.5226000000|                 |            |BD    Aps
BF Aps    |x|16 09 15.48|-81 01 45.1|RRAB      |14.000|36728.41500|    0.5544000000|                 |            |BF    Aps
BI Aps    |x|16 09 33.75|-74 14 39.8|RRAB      |13.800|36690.38500|    0.5787000000|                 |            |BI    Aps
BK Aps    |x|16 12 53.65|-76 03 46.9|RRAB      |14.100|36733.50000|    0.6080000000|                 |            |BK    Aps
BN Aps    |x|16 18 13.68|-74 12 44.6|RRAB      |13.800|36694.41000|    0.5200000000|                 |            |BN    Aps
BO Aps    |x|16 17 55.54|-72 37 31.0|EA        |13.200|52115.51000|    1.8499500000|                 |            |BO    Aps
BP Aps    |x|16 21 05.02|-77 01 41.0|RRAB      |13.000|36775.21800|    0.4520000000|                 |            |BP    Aps
BQ Aps    |x|16 27 04.56|-81 10 06.7|RRAB      |13.000|52055.63100|    0.4563180000|                 |            |BQ    Aps
BS Aps    |*|16 20 51.50|-71 40 15.8|RRAB      |11.700|53031.85900|    0.5825631000|                 |            |BS    Aps
BV Aps    |x|16 28 08.34|-79 57 41.8|EA        |12.400|36809.41300|    1.6468610000|                 |            |BV    Aps
BW Aps    |x|16 24 14.47|-74 16 30.7|RRAB      |13.500|54359.65800|    0.5930510000|                 |            |BW    Aps
BX Aps    |x|16 26 34.48|-75 59 15.8|RRC       |14.000|36694.43000|    0.3280000000|                 |            |BX    Aps
CH Aps    |x|16 43 56.61|-80 56 17.1|RRAB      |13.100|54661.59000|    0.5097120000|                 |            |CH    Aps
CK Aps    |*|16 42 06.43|-74 13 02.4|RRAB      |13.000|53111.73700|    0.6236450000|                 |            |CK    Aps
CL Aps    |x|16 42 31.95|-74 35 41.2|RRAB      |13.400|36728.40000|    0.4539000000|                 |            |CL    Aps
CP Aps    |*|16 56 49.32|-81 50 19.1|RRAB      |13.500|36690.36000|    0.5306500000|                 |            |CP    Aps
CR Aps    |x|16 59 06.28|-81 07 50.5|EA        |13.800|52105.53900|    2.1778000000|                 |            |CR    Aps
CT Aps    |x|17 01 41.65|-81 21 19.1|RRAB      |13.400|53164.81100|    0.6436700000|                 |            |CT    Aps
CU Aps    |x|17 03 28.34|-80 40 29.4|RRAB      |13.200|53805.82600|    0.5378310000|                 |            |CU    Aps
CW Aps    |x|17 01 09.85|-75 56 51.4|RRAB      |13.300|36694.40000|    0.6222000000|                 |            |CW    Aps
DD Aps    |x|17 03 53.75|-74 36 48.5|RRAB      |13.200|53782.89200|    0.6481160000|                 |            |DD    Aps
DE Aps    |x|17 07 42.30|-76 09 50.2|RRC       |14.000|36725.44000|    0.4044000000|                 |            |DE    Aps
DG Aps    |x|17 10 52.91|-78 26 18.3|RRAB      |13.500|36694.44000|    0.4255000000|                 |            |DG    Aps
DI Aps    |*|17 09 48.71|-73 25 41.3|RRAB      |12.700|54943.15600|    0.5192204000|                 |            |DI    Aps
DR Aps    |x|17 25 08.61|-80 36 46.3|RRAB      |13.300|36690.39000|    0.5643000000|                 |            |DR    Aps
